age,months_with_company,avg_monthly_spend,num_service_tickets,contract_renewals,num_products,discount_rate,late_payments,region,plan_type,is_family_plan,has_auto_pay,payment_method,churn
45,19,56.01,1.0,2,5,0.195,1,East,Basic,No,No,Card,0
71,85,37.04,,4,2,0.384,1,East,Basic,Yes,Yes,Card,0
47,13,61.78,3.0,5,3,0.264,0,North,Basic,Yes,Yes,Card,0
76,86,30.71,0.0,3,2,0.065,1,South,Premium,Yes,Yes,NetBanking,0
79,119,39.46,2.0,1,3,0.005,1,West,Premium,Yes,Yes,UPI,0
54,91,,1.0,2,1,0.106,0,West,Premium,Yes,Yes,UPI,0
59,55,76.88,1.0,4,1,0.362,1,East,Standard,Yes,,Card,0
33,38,52.75,5.0,3,3,0.414,0,North,Basic,No,Yes,NetBanking,0
68,104,51.04,3.0,1,4,0.171,0,West,Basic,No,Yes,NetBanking,0
59,31,99.09,,1,5,0.268,2,South,,No,No,UPI,0
73,58,67.05,2.0,1,5,0.12,0,,Basic,No,Yes,Card,1
34,92,66.78,2.0,2,5,0.44,0,North,Standard,No,Yes,Card,0
66,110,52.61,2.0,2,4,0.483,0,North,Basic,No,Yes,UPI,0
47,110,48.07,0.0,3,4,0.376,0,East,Premium,Yes,No,NetBanking,1
29,11,16.27,2.0,5,2,0.044,1,East,Basic,No,Yes,Cash,0
28,107,79.37,0.0,3,5,0.219,0,North,Basic,No,No,Card,0
52,14,68.97,1.0,3,5,0.495,0,North,Standard,No,Yes,Card,0
37,70,56.42,1.0,2,3,0.115,0,East,Standard,No,No,Card,0
24,111,57.26,1.0,3,1,0.335,0,South,Basic,No,Yes,Card,0
44,78,74.72,1.0,5,1,0.469,0,South,Standard,No,Yes,UPI,0
58,113,28.91,0.0,0,3,0.387,0,North,Standard,Yes,Yes,UPI,0
37,41,48.2,0.0,2,4,0.304,0,West,Basic,Yes,No,NetBanking,0
77,38,37.27,0.0,0,3,0.253,0,West,Standard,No,Yes,Card,0
66,39,95.43,0.0,1,5,0.464,0,South,Premium,Yes,,Card,0
49,43,77.51,2.0,0,3,0.197,1,,Basic,Yes,Yes,UPI,1
75,82,,0.0,3,4,0.451,0,West,Basic,Yes,Yes,NetBanking,0
44,54,29.72,5.0,4,4,0.216,1,North,Basic,No,No,NetBanking,0
26,88,57.35,2.0,5,5,0.378,0,West,Standard,No,Yes,NetBanking,0
20,50,50.55,1.0,1,4,0.458,1,,Premium,No,No,UPI,0
76,37,33.51,0.0,4,3,0.275,1,East,Basic,No,,Card,0
77,23,98.9,1.0,1,1,0.155,0,East,Standard,No,Yes,UPI,0
63,66,66.25,3.0,1,4,0.025,0,North,Standard,No,Yes,Cash,0
24,107,69.5,2.0,3,1,0.405,0,West,Basic,No,Yes,Card,1
36,103,46.16,1.0,4,2,0.311,0,East,Standard,No,No,Card,0
20,31,74.45,2.0,3,3,0.132,0,North,Premium,Yes,Yes,Card,0
21,57,52.39,1.0,0,1,0.439,0,East,Premium,No,No,UPI,0
33,84,54.33,0.0,2,4,0.46,0,West,Standard,No,Yes,UPI,0
53,73,72.22,1.0,1,2,0.444,0,West,Basic,No,No,Card,0
22,8,27.42,0.0,0,3,0.301,0,East,Basic,Yes,,Card,0
79,71,91.94,2.0,0,2,0.488,0,North,Basic,Yes,Yes,UPI,0
46,5,63.65,1.0,2,2,0.437,0,,Standard,No,No,Card,0
34,14,85.62,5.0,0,2,0.052,1,North,Basic,Yes,No,Card,0
49,78,38.49,0.0,4,1,0.491,0,West,Standard,No,Yes,UPI,0
66,13,41.54,3.0,0,1,0.274,2,West,Standard,No,Yes,Card,1
37,41,,2.0,1,4,0.46,0,West,Basic,No,Yes,Card,0
20,71,65.01,1.0,5,1,0.38,1,North,Premium,No,Yes,Card,0
21,78,61.32,1.0,4,3,0.324,0,West,Basic,No,Yes,Card,0
70,54,50.71,0.0,3,1,0.163,0,West,Basic,Yes,Yes,Card,0
24,12,39.72,1.0,0,3,0.014,0,East,Standard,No,Yes,Card,0
57,96,34.67,2.0,0,4,0.138,1,West,Basic,Yes,Yes,Card,0
41,114,59.03,2.0,5,3,0.343,0,South,Basic,No,Yes,UPI,0
66,106,50.69,2.0,4,4,0.432,0,South,,No,Yes,NetBanking,0
21,90,46.29,2.0,5,2,0.001,0,,Premium,Yes,Yes,Card,0
73,48,90.94,0.0,4,3,0.104,1,North,Standard,No,Yes,UPI,0
61,105,58.35,3.0,0,2,0.337,0,North,Basic,No,Yes,Card,0
45,59,85.4,2.0,4,3,0.142,1,East,Basic,No,No,NetBanking,0
30,17,49.33,2.0,2,1,0.071,0,South,Basic,No,Yes,Card,0
78,102,64.9,1.0,4,2,0.041,0,North,,No,No,Card,0
36,39,58.89,1.0,2,4,0.319,0,North,Premium,No,No,Card,0
48,112,26.05,0.0,4,4,0.297,0,East,Basic,No,Yes,Card,0
42,44,,0.0,5,2,0.429,1,West,Standard,Yes,No,Card,0
32,104,57.3,0.0,5,2,0.157,0,South,Basic,No,Yes,Card,0
43,64,74.93,0.0,3,2,0.068,2,West,Standard,No,No,UPI,0
27,56,44.96,1.0,1,2,0.4,0,,Basic,No,Yes,Card,0
18,36,56.7,1.0,3,5,0.494,1,East,Basic,No,No,Card,0
35,100,42.66,1.0,2,4,0.18,0,East,Basic,Yes,Yes,NetBanking,0
24,8,84.72,,1,2,0.433,0,East,,No,No,Card,0
43,56,66.23,2.0,4,3,0.381,0,West,,No,Yes,Card,0
71,44,67.34,2.0,0,3,0.456,0,South,Standard,No,No,UPI,0
28,65,87.16,2.0,2,3,0.212,1,West,Basic,No,No,Card,0
18,31,83.13,1.0,4,2,0.051,1,South,Standard,Yes,No,NetBanking,0
24,80,75.31,0.0,5,5,0.059,0,North,Standard,No,Yes,Card,0
49,46,31.57,0.0,3,2,0.382,0,East,Standard,No,Yes,Card,0
35,23,46.09,4.0,5,3,0.432,0,West,Standard,No,No,NetBanking,1
48,24,39.92,1.0,4,1,0.229,0,West,,No,Yes,NetBanking,0
19,83,74.55,0.0,1,3,0.03,1,West,Premium,No,Yes,UPI,0
38,32,63.41,2.0,5,5,0.033,0,East,Premium,Yes,No,Card,0
43,37,32.19,2.0,2,5,0.299,0,East,Standard,No,No,UPI,0
44,75,56.23,3.0,3,3,0.459,0,West,Basic,No,Yes,Cash,0
52,40,30.12,0.0,1,1,0.2,0,North,Basic,No,Yes,UPI,0
66,47,58.94,4.0,3,4,0.325,0,North,Basic,Yes,No,NetBanking,0
46,30,26.89,0.0,4,4,0.271,0,South,Basic,No,Yes,UPI,0
70,42,70.58,1.0,5,5,0.445,2,East,Basic,No,No,NetBanking,0
50,83,67.56,2.0,5,3,0.416,0,East,Standard,Yes,No,Card,0
34,64,98.16,1.0,4,1,0.1,0,West,Standard,Yes,Yes,NetBanking,0
32,119,76.96,1.0,3,5,0.339,0,North,Standard,No,No,NetBanking,0
37,92,51.54,1.0,5,4,0.424,1,West,Premium,No,No,UPI,0
55,3,76.36,0.0,0,5,0.465,1,East,Basic,No,Yes,NetBanking,0
33,46,32.05,0.0,5,1,0.295,2,West,Basic,No,Yes,UPI,0
74,35,40.75,2.0,1,3,0.088,1,South,Standard,No,No,UPI,0
47,70,66.66,1.0,2,3,0.279,0,East,Standard,No,Yes,UPI,0
71,32,16.84,1.0,5,2,0.333,0,West,Standard,No,No,NetBanking,0
60,115,59.26,1.0,4,5,0.136,2,East,Premium,Yes,Yes,UPI,0
38,36,39.59,1.0,5,1,0.487,1,North,,Yes,Yes,UPI,0
32,63,,1.0,4,1,0.115,0,North,Standard,No,No,UPI,0
64,15,38.45,1.0,3,2,0.456,0,North,Premium,Yes,Yes,NetBanking,0
38,109,68.48,2.0,1,5,0.213,0,South,Basic,Yes,Yes,Card,0
33,109,,0.0,5,1,0.0,0,East,Standard,Yes,Yes,UPI,0
75,95,88.01,3.0,3,3,0.272,1,East,,Yes,No,UPI,0
47,42,60.13,1.0,4,1,0.314,0,East,,Yes,No,NetBanking,0
21,7,44.63,0.0,2,2,0.435,0,North,Basic,Yes,Yes,Card,0
48,85,55.06,2.0,5,3,0.27,0,North,,No,,UPI,0
46,52,33.12,3.0,2,1,0.047,1,West,Standard,No,No,Card,0
71,118,68.12,3.0,1,2,0.463,0,West,Premium,No,Yes,UPI,0
62,84,71.8,4.0,1,3,0.283,1,East,Standard,Yes,Yes,UPI,0
29,65,109.38,2.0,4,1,0.136,1,East,Basic,Yes,No,UPI,0
27,118,47.56,0.0,4,3,0.449,0,West,Standard,No,Yes,UPI,0
55,96,54.64,2.0,1,4,0.06,1,West,,No,Yes,Card,0
20,55,48.48,3.0,4,2,0.049,0,East,Standard,No,Yes,UPI,0
37,3,64.24,1.0,5,1,0.268,0,South,Basic,No,Yes,NetBanking,0
26,12,67.63,2.0,3,3,0.312,0,North,Standard,No,Yes,UPI,0
19,53,58.93,1.0,5,4,0.255,0,East,Premium,No,Yes,Card,0
74,67,81.73,2.0,0,1,0.464,1,South,Basic,Yes,Yes,UPI,0
23,4,47.66,1.0,2,2,0.131,0,North,Standard,No,No,UPI,0
18,16,79.72,2.0,3,5,0.495,1,North,Standard,Yes,Yes,UPI,0
75,84,70.77,0.0,2,2,0.01,0,West,Basic,No,Yes,UPI,0
29,90,59.76,2.0,0,2,0.059,2,North,Basic,Yes,Yes,NetBanking,0
68,4,53.7,2.0,2,4,0.093,0,West,,No,Yes,NetBanking,0
19,61,108.53,2.0,2,3,0.04,0,West,Basic,No,No,Card,0
27,10,43.66,2.0,1,2,0.219,2,East,Basic,No,Yes,UPI,0
24,87,,1.0,2,4,0.433,1,North,Standard,No,No,UPI,0
61,100,45.0,2.0,2,1,0.41,0,West,Standard,Yes,Yes,NetBanking,0
56,104,95.71,2.0,5,4,0.372,0,East,Basic,No,No,Card,0
47,72,77.74,0.0,2,2,0.004,0,,Premium,No,No,Card,0
32,75,46.43,1.0,2,5,0.433,1,East,Premium,No,Yes,UPI,0
23,111,70.25,2.0,2,4,0.198,1,North,Premium,No,No,UPI,0
53,73,65.15,4.0,3,5,0.366,1,East,Standard,No,No,Card,0
32,54,49.67,1.0,1,1,0.363,1,West,Basic,No,No,NetBanking,0
54,90,75.16,1.0,5,1,0.089,1,East,Basic,No,No,Card,0
60,71,67.79,1.0,2,5,0.258,0,West,Premium,No,No,Card,0
70,101,,0.0,2,2,0.463,1,,Premium,No,Yes,Card,0
48,63,59.16,1.0,0,5,0.132,1,West,Standard,No,Yes,Card,0
18,104,68.62,0.0,5,4,0.358,0,West,Standard,No,No,Card,0
35,6,64.59,2.0,2,3,0.479,2,North,Basic,Yes,No,Card,1
70,5,61.18,2.0,0,1,0.18,0,West,Standard,Yes,Yes,Card,0
51,12,47.18,2.0,1,1,0.194,1,West,Basic,No,Yes,UPI,0
56,67,93.88,0.0,2,4,0.226,1,South,Standard,No,Yes,Card,0
46,85,38.99,2.0,4,1,0.405,0,West,Standard,No,Yes,UPI,0
28,26,68.55,0.0,0,1,0.22,1,North,Standard,No,Yes,Cash,0
73,19,53.6,1.0,0,2,0.243,0,North,Standard,Yes,Yes,Cash,0
65,103,95.19,,3,5,0.111,0,North,Standard,Yes,No,Card,0
79,90,41.93,1.0,2,4,0.494,1,South,Basic,Yes,Yes,Card,0
71,78,45.29,1.0,5,4,0.446,1,North,Basic,Yes,No,UPI,0
36,59,40.6,0.0,4,4,0.3,0,North,Basic,No,Yes,Card,0
33,51,66.47,1.0,3,3,0.48,0,West,Basic,No,No,UPI,0
33,3,32.54,1.0,2,2,0.343,0,South,Basic,No,Yes,UPI,0
74,23,50.43,1.0,3,3,0.48,0,West,Basic,Yes,Yes,Card,1
52,107,16.95,2.0,3,3,0.081,0,North,Standard,No,No,Card,0
46,41,64.81,0.0,1,5,0.113,0,North,Basic,No,No,NetBanking,0
78,84,50.0,1.0,2,5,0.443,1,West,Standard,Yes,,UPI,0
55,84,30.24,2.0,5,4,0.21,0,South,Standard,No,Yes,UPI,0
74,37,81.71,2.0,3,5,0.186,0,South,Basic,No,No,UPI,0
79,25,33.85,,2,5,0.377,0,West,Basic,No,Yes,UPI,0
22,83,75.94,,4,4,0.315,1,South,Basic,No,Yes,Card,0
40,12,45.98,1.0,1,5,0.172,1,South,Basic,Yes,No,UPI,0
63,59,92.03,2.0,1,1,0.199,0,East,Standard,Yes,No,Card,1
68,106,74.99,1.0,5,1,0.204,2,North,Premium,Yes,Yes,UPI,0
27,85,39.84,1.0,4,3,0.063,0,East,Basic,Yes,No,Card,0
37,91,41.66,1.0,2,1,0.115,2,South,Basic,No,Yes,NetBanking,0
51,10,72.11,0.0,5,2,0.269,0,North,Basic,Yes,No,UPI,0
67,24,54.75,1.0,2,1,0.391,1,South,Basic,No,No,Card,1
25,33,56.61,4.0,4,5,0.21,0,South,Premium,No,Yes,UPI,0
55,35,85.44,0.0,0,4,0.192,0,East,Standard,No,No,UPI,0
36,24,45.03,5.0,4,1,0.325,0,West,Standard,Yes,No,UPI,0
31,116,61.83,0.0,1,4,0.079,1,West,Premium,Yes,Yes,Card,0
49,20,,2.0,1,4,0.19,0,South,Standard,No,No,UPI,0
43,85,76.18,1.0,4,2,0.104,0,West,Basic,Yes,No,UPI,0
57,70,56.81,3.0,1,5,0.326,1,West,Standard,No,Yes,Card,0
37,73,54.22,0.0,2,5,0.056,0,North,Standard,No,,UPI,0
69,26,25.22,0.0,5,5,0.224,0,North,Basic,No,Yes,Card,0
22,37,38.88,3.0,5,1,0.298,0,North,Standard,Yes,No,NetBanking,0
71,73,66.37,0.0,2,3,0.417,1,North,Standard,Yes,Yes,Cash,0
19,36,57.24,4.0,0,4,0.362,1,South,Basic,No,Yes,Card,0
63,83,61.5,1.0,1,3,0.471,0,South,Standard,No,Yes,Card,0
39,5,80.79,2.0,3,3,0.34,1,West,Basic,No,Yes,Card,0
41,9,36.25,1.0,2,2,0.175,1,South,Basic,No,,NetBanking,0
19,87,55.28,0.0,4,3,0.116,1,North,Basic,No,Yes,Card,0
61,74,63.77,2.0,5,4,0.028,0,West,Standard,Yes,Yes,UPI,0
28,6,45.92,1.0,3,1,0.139,0,East,Premium,No,No,NetBanking,0
58,107,88.63,2.0,3,4,0.068,0,North,Standard,Yes,Yes,Card,0
62,1,78.17,3.0,3,4,0.185,0,North,Standard,No,Yes,UPI,1
70,114,65.8,0.0,1,1,0.351,0,East,Basic,Yes,Yes,UPI,0
61,87,95.88,5.0,3,4,0.346,0,South,Standard,No,No,Card,0
36,118,30.02,2.0,5,3,0.159,0,East,Basic,No,Yes,NetBanking,0
63,113,59.85,0.0,4,2,0.254,1,West,Standard,No,,UPI,0
69,38,67.33,,4,3,0.108,0,East,Standard,No,No,Card,0
37,91,,1.0,5,3,0.251,1,West,Basic,No,Yes,UPI,0
25,26,66.01,2.0,2,2,0.255,0,East,Premium,No,Yes,UPI,0
73,57,,3.0,2,4,0.151,0,East,Basic,No,Yes,UPI,0
27,29,73.81,3.0,5,4,0.13,0,North,Standard,No,No,Card,0
54,58,81.16,1.0,2,2,0.49,0,South,Standard,No,Yes,UPI,0
32,104,,2.0,4,3,0.269,1,South,Standard,No,No,Card,0
25,52,22.94,2.0,3,4,0.281,3,East,Standard,Yes,No,UPI,0
66,11,40.66,1.0,0,3,0.004,1,South,Basic,No,No,Card,0
26,39,71.29,0.0,1,3,0.091,1,East,Premium,Yes,Yes,UPI,0
59,94,60.42,1.0,1,5,0.178,0,South,Standard,No,,NetBanking,1
60,63,6.12,0.0,1,5,0.483,0,East,,No,Yes,Card,0
21,67,84.86,0.0,4,2,0.088,0,South,Standard,No,Yes,Card,0
28,52,62.73,1.0,5,4,0.152,1,West,Basic,Yes,Yes,UPI,0
67,35,43.62,1.0,5,5,0.495,0,South,Standard,No,Yes,Card,0
49,72,79.9,2.0,1,1,0.241,0,East,Basic,Yes,No,Card,0
25,76,46.45,3.0,2,3,0.159,0,East,Standard,No,No,UPI,0
79,107,46.23,2.0,1,4,0.317,2,South,Basic,Yes,No,UPI,1
34,74,67.17,0.0,0,1,0.248,0,West,Standard,No,No,Card,0
18,119,95.62,0.0,3,2,0.479,1,West,Premium,Yes,No,UPI,0
75,99,92.47,2.0,5,4,0.042,1,West,Premium,No,No,Card,0
19,10,67.19,2.0,0,5,0.395,0,West,Standard,Yes,Yes,NetBanking,0
52,47,69.25,0.0,3,5,0.14,1,South,Standard,No,Yes,UPI,0
79,46,75.83,2.0,0,4,0.403,1,West,Standard,Yes,Yes,Card,0
53,1,34.86,1.0,5,1,0.424,0,West,Basic,No,No,UPI,0
54,22,72.88,,0,1,0.425,0,West,Standard,Yes,No,UPI,0
42,91,45.32,1.0,2,5,0.433,2,West,Standard,No,No,Cash,0
25,42,66.37,2.0,0,4,0.359,1,East,Basic,Yes,No,UPI,0
53,18,55.45,0.0,2,1,0.071,1,East,Standard,No,Yes,Card,0
73,35,70.02,1.0,2,1,0.026,0,East,Basic,No,Yes,UPI,0
23,33,,1.0,3,1,0.17,1,South,,No,Yes,UPI,0
72,21,5.0,4.0,4,5,0.248,1,East,Standard,Yes,No,UPI,0
43,13,63.58,1.0,5,4,0.151,1,South,Premium,Yes,Yes,UPI,0
51,91,72.84,1.0,2,5,0.371,0,East,,No,Yes,NetBanking,0
28,99,68.92,0.0,5,1,0.361,0,East,,No,Yes,Card,0
56,60,57.95,1.0,2,4,0.486,1,South,Standard,No,No,Cash,0
29,74,92.84,1.0,0,5,0.2,0,North,Standard,No,Yes,Card,0
34,110,66.23,3.0,3,3,0.393,1,South,Basic,Yes,No,Card,0
62,101,68.75,0.0,4,4,0.371,1,East,Standard,No,Yes,Card,0
21,4,80.89,0.0,1,4,0.494,0,South,Premium,No,Yes,NetBanking,0
45,114,67.25,0.0,3,1,0.387,2,North,Standard,No,No,UPI,0
54,8,42.04,1.0,2,3,0.142,3,South,Basic,No,Yes,Card,0
26,4,11.23,1.0,0,2,0.008,0,South,Basic,Yes,No,NetBanking,0
36,48,50.46,1.0,2,1,0.484,2,North,Standard,No,No,Card,0
39,89,75.22,1.0,2,3,0.358,0,South,Standard,No,Yes,Card,0
59,10,52.94,0.0,2,5,0.406,0,,Premium,Yes,No,Card,0
78,35,76.02,1.0,5,1,0.397,0,East,Basic,No,No,Card,0
69,32,62.97,4.0,2,2,0.368,0,West,Standard,No,Yes,UPI,1
29,48,85.76,1.0,3,4,0.376,0,North,Premium,Yes,Yes,Card,0
19,118,54.1,2.0,0,2,0.465,0,South,Basic,Yes,Yes,Card,0
21,40,69.35,0.0,1,1,0.457,0,North,Premium,No,Yes,Card,0
54,25,70.12,1.0,5,1,0.19,0,East,Standard,No,Yes,Card,0
27,15,,0.0,5,1,0.015,1,North,Standard,No,No,UPI,1
32,24,25.87,1.0,5,5,0.019,0,North,Basic,No,No,UPI,0
70,16,50.83,,0,3,0.223,0,East,Standard,Yes,,Card,0
72,69,76.97,0.0,5,5,0.417,0,South,Premium,Yes,No,Card,0
70,51,90.92,0.0,1,4,0.424,0,East,Basic,Yes,No,UPI,0
33,60,64.8,4.0,0,2,0.202,1,East,Standard,No,No,UPI,0
56,100,54.15,3.0,0,5,0.151,0,West,Basic,No,No,UPI,0
55,70,75.14,0.0,4,2,0.253,2,South,Basic,Yes,Yes,UPI,0
29,19,77.37,1.0,3,1,0.416,0,,Standard,No,Yes,Cash,0
52,45,52.81,2.0,3,5,0.318,0,East,Standard,No,Yes,UPI,0
50,38,66.61,1.0,5,3,0.07,0,North,Basic,No,Yes,Card,0
42,99,83.61,1.0,0,3,0.181,0,North,Basic,No,Yes,NetBanking,0
64,37,97.81,1.0,0,3,0.278,1,South,Basic,No,Yes,UPI,0
60,17,74.85,1.0,5,5,0.269,0,North,Basic,No,Yes,UPI,0
51,88,60.88,1.0,3,2,0.415,1,North,Basic,No,Yes,UPI,0
62,51,58.92,2.0,4,5,0.466,0,East,Basic,No,Yes,Card,0
65,12,71.15,1.0,3,5,0.05,1,West,Standard,No,Yes,NetBanking,0
53,83,57.69,4.0,0,4,0.112,0,North,Basic,No,Yes,Card,0
34,26,63.79,1.0,3,1,0.196,0,East,Premium,Yes,Yes,Card,0
65,104,38.84,,5,1,0.148,0,West,Basic,No,No,Card,0
62,100,85.94,3.0,0,1,0.204,0,South,Standard,No,No,UPI,0
78,44,37.2,1.0,0,4,0.02,0,East,Basic,Yes,No,Card,0
27,67,,1.0,2,2,0.033,0,North,Basic,No,No,Card,0
43,68,61.95,2.0,2,5,0.419,0,West,Standard,Yes,No,NetBanking,0
75,78,99.82,3.0,3,1,0.051,0,North,Basic,No,,Card,0
49,9,51.55,0.0,0,2,0.412,2,South,Basic,No,Yes,Card,0
76,39,46.68,0.0,5,2,0.153,0,West,Basic,No,Yes,UPI,0
18,21,48.98,2.0,0,5,0.155,1,East,Standard,No,No,Card,0
20,84,93.18,5.0,1,1,0.05,0,North,Basic,No,No,Card,0
67,9,5.0,0.0,5,3,0.007,1,West,Basic,No,Yes,Card,0
40,62,39.95,3.0,2,5,0.178,0,,Basic,Yes,Yes,Card,0
50,87,114.63,2.0,3,5,0.418,0,South,Standard,No,Yes,Card,0
44,113,71.82,1.0,2,5,0.46,0,North,Premium,Yes,Yes,UPI,0
43,35,37.88,2.0,1,4,0.031,0,South,,No,Yes,Card,0
76,1,59.16,2.0,3,1,0.015,0,West,Basic,Yes,Yes,UPI,0
23,87,61.35,2.0,4,1,0.079,1,North,Standard,Yes,Yes,Card,0
65,1,76.92,3.0,0,3,0.383,1,South,Premium,Yes,,Cash,0
73,8,96.79,1.0,5,3,0.102,0,North,Basic,No,No,UPI,0
58,118,67.77,0.0,1,3,0.115,0,North,Standard,No,No,Card,0
42,103,49.2,3.0,5,1,0.444,0,East,Standard,No,Yes,UPI,0
27,85,75.74,2.0,5,4,0.437,0,South,Basic,No,Yes,Card,0
60,100,46.03,3.0,5,2,0.335,0,North,Standard,Yes,No,Card,0
47,9,39.33,1.0,3,1,0.082,0,North,Standard,No,Yes,Card,0
27,11,24.8,0.0,5,5,0.191,0,North,Basic,No,No,UPI,0
40,36,28.7,0.0,5,2,0.118,0,North,Basic,No,Yes,Card,0
77,3,42.07,1.0,3,2,0.336,0,North,Basic,No,Yes,Card,0
34,106,36.44,2.0,5,3,0.39,0,East,Basic,No,Yes,UPI,0
29,7,66.26,2.0,2,5,0.071,0,North,Standard,Yes,Yes,NetBanking,0
60,65,36.01,0.0,5,5,0.449,1,South,Standard,No,Yes,NetBanking,0
30,102,5.0,3.0,5,1,0.231,0,East,Standard,No,Yes,UPI,0
75,88,39.12,3.0,3,4,0.398,0,East,Standard,No,Yes,UPI,0
71,28,50.56,3.0,0,4,0.026,0,East,Basic,No,Yes,UPI,0
78,56,47.89,1.0,1,5,0.18,0,,Basic,No,No,Card,0
74,66,90.39,1.0,1,5,0.007,0,South,,Yes,Yes,UPI,0
33,92,47.73,,3,4,0.359,0,North,Basic,No,,Card,0
31,51,77.62,2.0,2,4,0.04,2,North,Basic,No,No,NetBanking,0
39,34,59.62,4.0,4,2,0.169,0,North,Standard,Yes,,Card,0
47,95,59.15,0.0,1,5,0.391,0,West,Standard,No,Yes,Card,0
72,106,43.29,1.0,0,5,0.374,0,East,Basic,Yes,Yes,Card,0
63,59,58.82,0.0,3,5,0.32,0,West,Standard,No,Yes,NetBanking,0
57,4,44.7,2.0,0,5,0.347,0,West,Basic,No,No,Card,0
72,60,63.4,2.0,5,4,0.326,0,West,Standard,No,No,UPI,0
58,106,55.28,0.0,0,5,0.321,0,South,Standard,No,Yes,Card,0
41,118,41.11,,2,4,0.175,0,West,Standard,No,Yes,UPI,0
43,48,79.84,2.0,5,2,0.014,0,,Basic,Yes,No,UPI,0
50,18,68.54,1.0,3,1,0.221,1,North,Standard,No,Yes,Cash,0
23,69,51.04,2.0,4,5,0.023,0,East,Basic,No,Yes,Card,0
63,99,62.91,2.0,2,3,0.234,0,West,Standard,No,Yes,Card,0
58,113,58.32,2.0,4,5,0.232,0,West,Premium,No,Yes,Card,0
63,7,42.65,0.0,4,2,0.089,0,South,Basic,No,Yes,UPI,0
51,35,61.41,3.0,3,2,0.392,0,West,Standard,Yes,No,NetBanking,0
66,57,47.58,2.0,0,5,0.352,0,South,Basic,Yes,No,Card,0
76,12,41.1,4.0,5,3,0.28,0,East,,No,Yes,Cash,0
53,106,27.54,2.0,0,4,0.463,0,South,Standard,Yes,No,Card,0
45,14,52.83,0.0,2,2,0.144,1,North,Standard,Yes,Yes,NetBanking,0
24,80,71.34,3.0,3,4,0.131,0,,Standard,Yes,Yes,UPI,0
66,110,46.11,1.0,4,3,0.092,1,West,Premium,No,No,NetBanking,0
74,82,110.41,0.0,3,5,0.272,1,West,Standard,No,No,UPI,0
61,91,77.71,1.0,2,3,0.103,0,South,Premium,No,No,UPI,0
71,32,86.09,2.0,2,1,0.434,0,North,Basic,No,Yes,Card,0
71,99,75.9,0.0,5,4,0.152,0,North,Premium,No,Yes,Card,0
67,50,97.06,1.0,2,5,0.245,0,West,Basic,No,No,UPI,0
49,8,,0.0,5,5,0.265,0,East,Basic,No,Yes,Card,0
24,44,8.79,1.0,0,1,0.154,0,East,Basic,No,No,UPI,0
18,42,51.08,2.0,3,5,0.369,0,North,Basic,No,No,Card,0
30,63,71.16,2.0,4,2,0.346,1,North,Standard,No,Yes,Card,0
44,32,63.03,0.0,4,5,0.38,0,West,Basic,No,No,UPI,0
64,56,65.51,1.0,2,4,0.303,0,East,Standard,No,No,Card,0
46,51,86.42,1.0,4,5,0.23,2,North,Basic,Yes,No,UPI,1
19,39,67.64,2.0,2,2,0.224,0,North,Basic,No,Yes,NetBanking,0
31,83,75.98,2.0,3,4,0.358,0,North,Premium,No,Yes,Card,0
78,37,41.21,3.0,5,4,0.189,0,North,Standard,Yes,Yes,Card,0
79,92,38.09,0.0,4,1,0.219,1,,Basic,No,Yes,Card,0
41,30,92.28,1.0,4,4,0.082,1,East,Standard,No,No,UPI,0
67,103,62.02,0.0,5,1,0.34,1,South,Premium,Yes,No,UPI,0
62,44,47.54,1.0,1,5,0.038,0,South,Basic,Yes,Yes,NetBanking,0
75,5,47.57,2.0,3,1,0.495,0,East,Basic,No,No,Card,0
73,18,,2.0,3,1,0.072,0,South,Premium,No,No,Card,0
56,96,45.82,0.0,4,3,0.191,1,South,Basic,Yes,No,Card,0
42,104,34.34,3.0,0,1,0.119,1,West,Basic,Yes,Yes,Card,0
56,26,29.99,0.0,4,1,0.145,0,North,Basic,No,Yes,UPI,0
37,72,56.1,1.0,1,1,0.161,0,West,Basic,No,Yes,NetBanking,0
39,69,48.14,2.0,2,2,0.359,0,South,Premium,No,No,Card,0
55,16,82.14,1.0,4,3,0.088,1,North,Premium,No,Yes,UPI,0
53,54,65.86,1.0,1,1,0.132,0,North,Standard,Yes,Yes,UPI,0
54,83,65.31,3.0,0,1,0.051,0,East,Standard,Yes,No,NetBanking,0
41,116,45.14,1.0,4,4,0.166,2,,Standard,Yes,No,NetBanking,0
43,101,57.58,0.0,1,2,0.471,0,West,Standard,No,No,NetBanking,0
18,12,67.22,2.0,4,4,0.19,0,North,Standard,Yes,No,Card,0
55,29,74.32,2.0,5,5,0.389,0,East,Premium,No,Yes,Card,0
53,52,58.12,1.0,2,1,0.231,1,North,Basic,No,No,Card,0
75,18,81.58,0.0,4,5,0.225,2,North,Basic,Yes,No,Card,0
49,68,60.16,2.0,1,4,0.412,1,East,Standard,No,No,UPI,0
46,2,75.86,2.0,5,5,0.013,0,North,Standard,No,Yes,Cash,0
22,14,50.2,3.0,1,3,0.432,0,South,Basic,No,,UPI,0
30,6,23.75,2.0,5,1,0.243,0,East,Basic,No,Yes,Card,0
38,36,65.37,0.0,4,5,0.176,1,East,Standard,No,No,Card,0
41,91,74.51,0.0,1,3,0.453,2,East,Standard,No,Yes,UPI,0
